alpha,dimension,gamma,scaled_difference
2,2,0.752,-1.1415525114155252
2,2,0.753,-1.1409013120365088
2,2,0.754,-1.1402508551881414
2,2,0.755,-1.1396011396011396
2,2,0.756,-1.1389521640091116
2,2,0.757,-1.1383039271485487
2,2,0.758,-1.1376564277588168
2,2,0.759,-1.137009664582149
2,2,0.76,-1.1363636363636365
2,2,0.761,-1.135718341851221
2,2,0.762,-1.1350737797956867
2,2,0.763,-1.1344299489506524
2,2,0.764,-1.1337868480725624
2,2,0.765,-1.13314447592068
2,2,0.766,-1.1325028312570782
2,2,0.767,-1.1318619128466327
2,2,0.768,-1.1312217194570136
2,2,0.769,-1.130582249858677
2,2,0.77,-1.1299435028248588
2,2,0.771,-1.129305477131564
2,2,0.772,-1.1286681715575622
2,2,0.773,-1.1280315848843767
2,2,0.774,-1.1273957158962795
2,2,0.775,-1.1267605633802817
2,2,0.776,-1.1261261261261262
2,2,0.777,-1.12549240292628
2,2,0.778,-1.124859392575928
2,2,0.779,-1.1242270938729624
2,2,0.78,-1.1235955056179776
2,2,0.781,-1.1229646266142617
2,2,0.782,-1.122334455667789
2,2,0.783,-1.1217049915872126
2,2,0.784,-1.1210762331838564
2,2,0.785,-1.1204481792717087
2,2,0.786,-1.1198208286674132
2,2,0.787,-1.119194180190263
2,2,0.788,-1.1185682326621924
2,2,0.789,-1.1179429849077696
2,2,0.79,-1.1173184357541899
2,2,0.791,-1.1166945840312674
2,2,0.792,-1.1160714285714286
2,2,0.793,-1.1154489682097044
2,2,0.794,-1.1148272017837235
2,2,0.795,-1.1142061281337048
2,2,0.796,-1.1135857461024499
2,2,0.797,-1.1129660545353366
2,2,0.798,-1.1123470522803114
2,2,0.799,-1.1117287381878822
2,2,0.8,-1.1111111111111112
2,2,0.801,-1.110494169905608
2,2,0.802,-1.1098779134295227
2,2,0.803,-1.1092623405435387
2,2,0.804,-1.1086474501108647
2,2,0.805,-1.1080332409972298
2,2,0.806,-1.1074197120708749
2,2,0.807,-1.1068068622025458
2,2,0.808,-1.1061946902654867
2,2,0.809,-1.1055831951354338
2,2,0.81,-1.1049723756906078
2,2,0.811,-1.1043622308117063
2,2,0.812,-1.1037527593818983
2,2,0.8130000000000001,-1.1031439602868174
2,2,0.8140000000000001,-1.1025358324145533
2,2,0.8150000000000001,-1.1019283746556474
2,2,0.8160000000000001,-1.1013215859030836
2,2,0.8170000000000001,-1.100715465052284
2,2,0.8180000000000001,-1.1001100110011002
2,2,0.8190000000000001,-1.0995052226498077
2,2,0.8200000000000001,-1.0989010989010988
2,2,0.8210000000000001,-1.0982976386600767
2,2,0.8220000000000001,-1.097694840834248
2,2,0.8230000000000001,-1.0970927043335161
2,2,0.8240000000000001,-1.0964912280701753
2,2,0.8250000000000001,-1.095890410958904
2,2,0.8260000000000001,-1.095290251916758
2,2,0.8270000000000001,-1.0946907498631637
2,2,0.8280000000000001,-1.0940919037199124
2,2,0.8290000000000001,-1.0934937124111535
2,2,0.8300000000000001,-1.0928961748633879
2,2,0.8310000000000001,-1.0922992900054616
2,2,0.8320000000000001,-1.0917030567685588
2,2,0.833,-1.0911074740861975
2,2,0.834,-1.0905125408942202
2,2,0.835,-1.0899182561307903
2,2,0.836,-1.0893246187363834
2,2,0.837,-1.0887316276537833
2,2,0.838,-1.088139281828074
2,2,0.839,-1.0875475802066341
2,2,0.84,-1.0869565217391306
2,2,0.841,-1.0863661053775122
2,2,0.842,-1.0857763300760044
2,2,0.843,-1.0851871947911014
2,2,0.844,-1.0845986984815619
2,2,0.845,-1.0840108401084012
2,2,0.846,-1.0834236186348862
2,2,0.847,-1.0828370330265296
2,2,0.848,-1.0822510822510822
2,2,0.849,-1.0816657652785289
2,2,0.85,-1.081081081081081
2,2,0.851,-1.0804970286331712
2,2,0.852,-1.0799136069114472
2,2,0.853,-1.0793308148947653
2,2,0.854,-1.0787486515641855
2,2,0.855,-1.0781671159029649
2,2,0.856,-1.0775862068965518
2,2,0.857,-1.0770059235325795
2,2,0.858,-1.0764262648008611
2,2,0.859,-1.0758472296933836
2,2,0.86,-1.0752688172043012
2,2,0.861,-1.07469102632993
2,2,0.862,-1.0741138560687433
2,2,0.863,-1.0735373054213635
2,2,0.864,-1.072961373390558
2,2,0.865,-1.0723860589812333
2,2,0.866,-1.0718113612004287
2,2,0.867,-1.0712372790573113
2,2,0.868,-1.0706638115631693
2,2,0.869,-1.0700909577314073
2,2,0.87,-1.06951871657754
2,2,0.871,-1.0689470871191875
2,2,0.872,-1.0683760683760684
2,2,0.873,-1.0678056593699947
2,2,0.874,-1.0672358591248665
2,2,0.875,-1.0666666666666667
2,2,0.876,-1.0660980810234542
2,2,0.877,-1.0655301012253595
2,2,0.878,-1.0649627263045793
2,2,0.879,-1.06439595529537
2,2,0.88,-1.0638297872340425
2,2,0.881,-1.063264221158958
2,2,0.882,-1.0626992561105206
2,2,0.883,-1.0621348911311737
2,2,0.884,-1.0615711252653928
2,2,0.885,-1.0610079575596818
2,2,0.886,-1.0604453870625663
2,2,0.887,-1.0598834128245893
2,2,0.888,-1.0593220338983051
2,2,0.889,-1.0587612493382743
2,2,0.89,-1.0582010582010581
2,2,0.891,-1.0576414595452142
2,2,0.892,-1.0570824524312896
2,2,0.893,-1.0565240359218173
2,2,0.894,-1.0559662090813093
2,2,0.895,-1.0554089709762533
2,2,0.896,-1.0548523206751055
2,2,0.897,-1.0542962572482868
2,2,0.898,-1.053740779768177
2,2,0.899,-1.05318588730911
2,2,0.9,-1.0526315789473684
2,2,0.901,-1.0520778537611783
2,2,0.902,-1.0515247108307044
2,2,0.903,-1.0509721492380453
2,2,0.904,-1.050420168067227
2,2,0.905,-1.0498687664041995
2,2,0.906,-1.049317943336831
2,2,0.907,-1.048767697954903
2,2,0.908,-1.0482180293501049
2,2,0.909,-1.0476689366160292
2,2,0.91,-1.0471204188481675
2,2,0.911,-1.0465724751439036
2,2,0.912,-1.0460251046025104
2,2,0.913,-1.0454783063251438
2,2,0.914,-1.044932079414838
2,2,0.915,-1.0443864229765012
2,2,0.916,-1.0438413361169103
2,2,0.917,-1.0432968179447053
2,2,0.918,-1.0427528675703857
2,2,0.919,-1.0422094841063054
2,2,0.92,-1.0416666666666667
2,2,0.921,-1.041124414367517
2,2,0.922,-1.0405827263267429
2,2,0.923,-1.0400416016640666
2,2,0.924,-1.0395010395010396
2,2,0.925,-1.0389610389610389
2,2,0.926,-1.0384215991692627
2,2,0.927,-1.0378827192527245
2,2,0.928,-1.037344398340249
2,2,0.929,-1.0368066355624677
2,2,0.93,-1.0362694300518134
2,2,0.931,-1.0357327809425168
2,2,0.932,-1.0351966873706004
2,2,0.933,-1.0346611484738748
2,2,0.934,-1.0341261633919336
2,2,0.935,-1.0335917312661498
2,2,0.936,-1.0330578512396695
2,2,0.937,-1.0325245224574084
2,2,0.9380000000000001,-1.0319917440660473
2,2,0.9390000000000001,-1.0314595152140278
2,2,0.9400000000000001,-1.0309278350515465
2,2,0.9410000000000001,-1.0303967027305512
2,2,0.9420000000000001,-1.0298661174047372
2,2,0.9430000000000001,-1.029336078229542
2,2,0.9440000000000001,-1.02880658436214
2,2,0.9450000000000001,-1.0282776349614395
2,2,0.9460000000000001,-1.027749229188078
2,2,0.9470000000000001,-1.027221366204417
2,2,0.9480000000000001,-1.026694045174538
2,2,0.9490000000000001,-1.026167265264238
2,2,0.9500000000000001,-1.0256410256410255
2,2,0.9510000000000001,-1.0251153254741159
2,2,0.9520000000000001,-1.0245901639344261
2,2,0.9530000000000001,-1.0240655401945724
2,2,0.9540000000000001,-1.0235414534288638
2,2,0.9550000000000001,-1.0230179028132993
2,2,0.9560000000000001,-1.0224948875255624
2,2,0.9570000000000001,-1.0219724067450178
2,2,0.9580000000000001,-1.0214504596527068
2,2,0.9590000000000001,-1.0209290454313424
2,2,0.96,-1.0204081632653061
2,2,0.961,-1.0198878123406425
2,2,0.962,-1.019367991845056
2,2,0.963,-1.0188487009679061
2,2,0.964,-1.0183299389002036
2,2,0.965,-1.0178117048346056
2,2,0.966,-1.017293997965412
2,2,0.967,-1.0167768174885612
2,2,0.968,-1.016260162601626
2,2,0.969,-1.0157440325038092
2,2,0.97,-1.015228426395939
2,2,0.971,-1.0147133434804667
2,2,0.972,-1.0141987829614605
2,2,0.973,-1.0136847440446022
2,2,0.974,-1.0131712259371835
2,2,0.975,-1.0126582278481011
2,2,0.976,-1.0121457489878543
2,2,0.977,-1.0116337885685383
2,2,0.978,-1.0111223458038423
2,2,0.979,-1.010611419909045
2,2,0.98,-1.0101010101010102
2,2,0.981,-1.0095911155981827
2,2,0.982,-1.0090817356205852
2,2,0.983,-1.0085728693898133
2,2,0.984,-1.0080645161290323
2,2,0.985,-1.0075566750629723
2,2,0.986,-1.0070493454179255
2,2,0.987,-1.0065425264217414
2,2,0.988,-1.0060362173038229
2,2,0.989,-1.0055304172951232
2,2,0.99,-1.0050251256281406
2,2,0.991,-1.0045203415369162
2,2,0.992,-1.0040160642570282
2,2,0.993,-1.0035122930255895
2,2,0.994,-1.0030090270812437
2,2,0.995,-1.0025062656641603
2,2,0.996,-1.002004008016032
2,2,0.997,-1.0015022533800702
2,2,0.998,-1.001001001001001
2,2,0.999,-1.0005002501250624
2,2,1.0,-1.0
2,5,0.0,-2.8571428571428568
2,5,0.001,-2.8542885685742836
2,5,0.002,-2.8514399771884804
2,5,0.003,-2.848597065945022
2,5,0.004,-2.8457598178713717
2,5,0.005,-2.8429282160625444
2,5,0.006,-2.8401022436807724
2,5,0.007,-2.8372818839551717
2,5,0.008,-2.8344671201814062
2,5,0.009000000000000001,-2.8316579357213656
2,5,0.01,-2.828854314002829
2,5,0.011,-2.826056238519147
2,5,0.012,-2.8232636928289088
2,5,0.013000000000000001,-2.8204766605556344
2,5,0.014,-2.817695125387434
2,5,0.015,-2.814919071076707
2,5,0.016,-2.81214848143982
2,5,0.017,-2.8093833403567925
2,5,0.018000000000000002,-2.8066236317709805
2,5,0.019,-2.80386933968877
2,5,0.02,-2.8011204481792715
2,5,0.021,-2.7983769413740034
2,5,0.022,-2.7956388034665913
2,5,0.023,-2.792906018712471
2,5,0.024,-2.790178571428572
2,5,0.025,-2.7874564459930307
2,5,0.026000000000000002,-2.78473962684489
2,5,0.027,-2.7820280984837953
2,5,0.028,-2.7793218454697053
2,5,0.029,-2.776620852422602
2,5,0.03,-2.773925104022191
2,5,0.031,-2.7712345850076217
2,5,0.032,-2.7685492801771874
2,5,0.033,-2.765869174388053
2,5,0.034,-2.763194252555955
2,5,0.035,-2.760524499654935
2,5,0.036000000000000004,-2.7578599007170435
2,5,0.037,-2.7552004408320707
2,5,0.038,-2.7525461051472613
2,5,0.039,-2.749896878867042
2,5,0.04,-2.7472527472527464
2,5,0.041,-2.7446136956223413
2,5,0.042,-2.741979709350151
2,5,0.043000000000000003,-2.7393507738665934
2,5,0.044,-2.7367268746579088
2,5,0.045,-2.734107997265892
2,5,0.046,-2.731494127287626
2,5,0.047,-2.7288852503752214
2,5,0.048,-2.7262813522355502
2,5,0.049,-2.7236824186299877
2,5,0.05,-2.721088435374149
2,5,0.051000000000000004,-2.718499388337637
2,5,0.052000000000000005,-2.71591526344378
2,5,0.053,-2.7133360466693803
2,5,0.054,-2.710761724044456
2,5,0.055,-2.7081922816519977
2,5,0.056,-2.7056277056277054
2,5,0.057,-2.7030679821597516
2,5,0.058,-2.700513097488523
2,5,0.059000000000000004,-2.6979630379063813
2,5,0.06,-2.6954177897574114
2,5,0.061,-2.6928773394371888
2,5,0.062,-2.69034167339252
2,5,0.063,-2.6878107781212215
2,5,0.064,-2.685284640171859
2,5,0.065,-2.6827632461435282
2,5,0.066,-2.680246582685607
2,5,0.067,-2.677734636497523
2,5,0.068,-2.6752273943285187
2,5,0.069,-2.6727248429774155
2,5,0.07,-2.67022696929239
2,5,0.07100000000000001,-2.6677337601707354
2,5,0.07200000000000001,-2.665245202558635
2,5,0.073,-2.6627612834509384
2,5,0.074,-2.660281989890928
2,5,0.075,-2.6578073089700993
2,5,0.076,-2.655337227827934
2,5,0.077,-2.6528717336516783
2,5,0.078,-2.6504108136761193
2,5,0.079,-2.6479544551833714
2,5,0.08,-2.6455026455026456
2,5,0.081,-2.6430553720100436
2,5,0.082,-2.6406126221283333
2,5,0.083,-2.6381743833267377
2,5,0.084,-2.6357406431207178
2,5,0.085,-2.6333113890717574
2,5,0.08600000000000001,-2.630886608787162
2,5,0.08700000000000001,-2.6284662899198317
2,5,0.088,-2.626050420168067
2,5,0.089,-2.623638987275351
2,5,0.09,-2.621231979030144
2,5,0.091,-2.6188293832656804
2,5,0.092,-2.6164311878597593
2,5,0.093,-2.614037380734545
2,5,0.094,-2.6116479498563585
2,5,0.095,-2.6092628832354867
2,5,0.096,-2.6068821689259636
2,5,0.097,-2.6045057950253936
2,5,0.098,-2.602133749674733
2,5,0.099,-2.5997660210581053
2,5,0.1,-2.5974025974025983
2,5,0.101,-2.5950434669780718
2,5,0.10200000000000001,-2.5926886180969664
2,5,0.10300000000000001,-2.590338039114104
2,5,0.10400000000000001,-2.587991718426501
2,5,0.105,-2.5856496444731736
2,5,0.106,-2.5833118057349527
2,5,0.107,-2.580978190734289
2,5,0.108,-2.5786487880350695
2,5,0.109,-2.576323586242432
2,5,0.11,-2.5740025740025727
2,5,0.111,-2.5716857400025717
2,5,0.112,-2.569373072970196
2,5,0.113,-2.5670645616737264
2,5,0.114,-2.5647601949217744
2,5,0.115,-2.5624599615631007
2,5,0.116,-2.560163850486431
2,5,0.117,-2.5578718506202835
2,5,0.11800000000000001,-2.555583950932787
2,5,0.11900000000000001,-2.553300140431507
2,5,0.12,-2.551020408163265
2,5,0.121,-2.5487447432139665
2,5,0.122,-2.546473134708429
2,5,0.123,-2.544205571810203
2,5,0.124,-2.541942043721402
2,5,0.125,-2.5396825396825395
2,5,0.126,-2.5374270489723427
2,5,0.127,-2.535175560907592
2,5,0.128,-2.5329280648429586
2,5,0.129,-2.530684550170821
2,5,0.13,-2.528445006321113
2,5,0.131,-2.5262094227611467
2,5,0.132,-2.5239777889954573
2,5,0.133,-2.521750094565628
2,5,0.134,-2.519526329050138
2,5,0.135,-2.517306482064191
2,5,0.136,-2.515090543259557
2,5,0.137,-2.5128785023244116
2,5,0.138,-2.5106703489831794
2,5,0.139,-2.5084660729963626
2,5,0.14,-2.506265664160401
2,5,0.14100000000000001,-2.5040691123074996
2,5,0.14200000000000002,-2.501876407305479
2,5,0.14300000000000002,-2.499687539057618
2,5,0.14400000000000002,-2.4975024975024973
2,5,0.145,-2.4953212726138494
2,5,0.146,-2.493143854400399
2,5,0.147,-2.490970232905716
2,5,0.148,-2.488800398208064
2,5,0.149,-2.486634340420241
2,5,0.15,-2.4844720496894412
2,5,0.151,-2.4823135161970953
2,5,0.152,-2.4801587301587302
2,5,0.153,-2.478007681823813
2,5,0.154,-2.4758603614756125
2,5,0.155,-2.473716759431046
2,5,0.156,-2.4715768660405333
2,5,0.157,-2.4694406716878623
2,5,0.158,-2.4673081667900334
2,5,0.159,-2.4651793417971146
2,5,0.16,-2.4630541871921183
2,5,0.161,-2.4609326934908324
2,5,0.162,-2.458814851241702
2,5,0.163,-2.4567006510256717
2,5,0.164,-2.454590083456063
2,5,0.165,-2.45248313917842
2,5,0.166,-2.4503798088703754
2,5,0.167,-2.448280083241523
2,5,0.168,-2.4461839530332696
2,5,0.169,-2.4440914090186974
2,5,0.17,-2.442002442002442
2,5,0.171,-2.439917042820544
2,5,0.17200000000000001,-2.4378352023403216
2,5,0.17300000000000001,-2.435756911460236
2,5,0.17400000000000002,-2.4336821611097594
2,5,0.17500000000000002,-2.4316109422492405
2,5,0.176,-2.4295432458697763
2,5,0.177,-2.427479062993082
2,5,0.178,-2.425418384671355
2,5,0.179,-2.4233612019871553
2,5,0.18,-2.4213075060532696
2,5,0.181,-2.4192572880125796
2,5,0.182,-2.4172105390379492
2,5,0.183,-2.4151672503320865
2,5,0.184,-2.413127413127414
2,5,0.185,-2.411091018685955
2,5,0.186,-2.4090580582992063
2,5,0.187,-2.407028523288001
2,5,0.188,-2.4050024050024046
2,5,0.189,-2.4029796948215787
2,5,0.19,-2.400960384153662
2,5,0.191,-2.3989444644356483
2,5,0.192,-2.396931927133269
2,5,0.193,-2.39492276374087
2,5,0.194,-2.3929169657812874
2,5,0.195,-2.3909145248057384
2,5,0.196,-2.388915432393693
2,5,0.197,-2.3869196801527637
2,5,0.198,-2.3849272597185776
2,5,0.199,-2.3829381627546766
2,5,0.2,-2.3809523809523814
2,5,0.201,-2.378969906030688
2,5,0.202,-2.3769907297361534
2,5,0.203,-2.3750148438427745
2,5,0.20400000000000001,-2.3730422401518734
2,5,0.20500000000000002,-2.371072910491997
2,5,0.20600000000000002,-2.369106846718787
2,5,0.20700000000000002,-2.367144040714877
2,5,0.20800000000000002,-2.365184484389782
2,5,0.209,-2.363228169679783
2,5,0.21,-2.3612750885478153
2,5,0.211,-2.359325232983367
2,5,0.212,-2.3573785950023574
2,5,0.213,-2.3554351666470366
2,5,0.214,-2.3534949399858784
2,5,0.215,-2.351557907113463
2,5,0.216,-2.349624060150377
2,5,0.217,-2.3476933912431033
2,5,0.218,-2.3457658925639224
2,5,0.219,-2.343841556310794
2,5,0.22,-2.341920374707259
2,5,0.221,-2.3400023400023393
2,5,0.222,-2.338087444470424
2,5,0.223,-2.3361756804111664
2,5,0.224,-2.334267040149393
2,5,0.225,-2.332361516034985
2,5,0.226,-2.3304591004427886
2,5,0.227,-2.3285597857724993
2,5,0.228,-2.326663564448581
2,5,0.229,-2.3247704289201443
2,5,0.23,-2.322880371660859
2,5,0.231,-2.3209933851688525
2,5,0.232,-2.3191094619666055
2,5,0.233,-2.3172285946008566
2,5,0.234,-2.31535077564251
2,5,0.23500000000000001,-2.313475997686525
2,5,0.23600000000000002,-2.3116042533518266
2,5,0.23700000000000002,-2.3097355352812112
2,5,0.23800000000000002,-2.3078698361412417
2,5,0.23900000000000002,-2.306007148622161
2,5,0.24,-2.3041474654377883
2,5,0.241,-2.302290779325429
2,5,0.242,-2.3004370830457788
2,5,0.243,-2.298586369382829
2,5,0.244,-2.2967386311437754
2,5,0.245,-2.29489386115892
2,5,0.246,-2.2930520522815865
2,5,0.247,-2.291213197388018
2,5,0.248,-2.28937728937729
2,5,0.249,-2.287544321171222
2,5,0.25,-2.2857142857142865
2,5,0.251,-2.2838871759735078
2,5,0.252,-2.2820629849383844
2,5,0.253,-2.2802417056207958
2,5,0.254,-2.2784233310549107
2,5,0.255,-2.276607854297098
2,5,0.256,-2.274795268425842
2,5,0.257,-2.272985566541653
2,5,0.258,-2.2711787417669784
2,5,0.259,-2.2693747872461136
2,5,0.26,-2.2675736961451243
2,5,0.261,-2.265775461651751
2,5,0.262,-2.2639800769753227
2,5,0.263,-2.2621875353466803
2,5,0.264,-2.260397830018084
2,5,0.265,-2.258610954263127
2,5,0.266,-2.256826901376665
2,5,0.267,-2.25504566467471
2,5,0.268,-2.2532672374943665
2,5,0.269,-2.25149161319374
2,5,0.27,-2.249718785151855
2,5,0.271,-2.2479487467685733
2,5,0.272,-2.2461814914645095
2,5,0.273,-2.244417012680956
2,5,0.274,-2.2426553038797934
2,5,0.275,-2.2408963585434174
2,5,0.276,-2.239140170174653
2,5,0.277,-2.2373867322966765
2,5,0.278,-2.2356360384529395
2,5,0.279,-2.2338880822070815
2,5,0.28,-2.232142857142858
2,5,0.281,-2.230400356864056
2,5,0.28200000000000003,-2.2286605749944286
2,5,0.28300000000000003,-2.226923505177597
2,5,0.28400000000000003,-2.225189141076991
2,5,0.28500000000000003,-2.2234574763757644
2,5,0.28600000000000003,-2.2217285047767166
2,5,0.28700000000000003,-2.220002220002221
2,5,0.28800000000000003,-2.2182786157941434
2,5,0.289,-2.216557685913776
2,5,0.29,-2.21483942414175
2,5,0.291,-2.213123824277968
2,5,0.292,-2.21141088014153
2,5,0.293,-2.2097005855706553
2,5,0.294,-2.207992934422609
2,5,0.295,-2.206287920573635
2,5,0.296,-2.204585537918872
2,5,0.297,-2.202885780372288
2,5,0.298,-2.201188641866607
2,5,0.299,-2.1994941163532387
2,5,0.3,-2.1978021978021967
2,5,0.301,-2.196112880202042
2,5,0.302,-2.194426157559798
2,5,0.303,-2.1927420239008875
2,5,0.304,-2.191060473269062
2,5,0.305,-2.189381499726327
2,5,0.306,-2.1877050973528753
2,5,0.307,-2.186031260247022
2,5,0.308,-2.1843599825251205
2,5,0.309,-2.182691258321511
2,5,0.31,-2.18102508178844
2,5,0.311,-2.179361447096001
2,5,0.312,-2.1777003484320567
2,5,0.313,-2.176041780002176
2,5,0.314,-2.1743857360295715
2,5,0.315,-2.172732210755025
2,5,0.316,-2.171081198436821
2,5,0.317,-2.1694326933506893
2,5,0.318,-2.1677866897897244
2,5,0.319,-2.166143182064335
2,5,0.32,-2.1645021645021645
2,5,0.321,-2.1628636314480376
2,5,0.322,-2.1612275772638867
2,5,0.323,-2.1595939963286903
2,5,0.324,-2.157962883038411
2,5,0.325,-2.156334231805931
2,5,0.326,-2.1547080370609786
2,5,0.327,-2.1530842932500804
2,5,0.328,-2.1514629948364883
2,5,0.329,-2.1498441363001177
2,5,0.33,-2.148227712137486
2,5,0.331,-2.1466137168616504
2,5,0.332,-2.145002145002144
2,5,0.333,-2.14339299110492
2,5,0.334,-2.1417862497322773
2,5,0.335,-2.140181915462814
2,5,0.336,-2.13857998289136
2,5,0.337,-2.1369804466289133
2,5,0.338,-2.135383301302584
2,5,0.339,-2.133788541555531
2,5,0.34,-2.132196162046908
2,5,0.341,-2.1306061574517954
2,5,0.342,-2.1290185224611458
2,5,0.343,-2.127433251781725
2,5,0.34400000000000003,-2.1258503401360542
2,5,0.34500000000000003,-2.124269782262348
2,5,0.34600000000000003,-2.1226915729144546
2,5,0.34700000000000003,-2.1211157068618105
2,5,0.34800000000000003,-2.11954217888936
2,5,0.34900000000000003,-2.1179709837975214
2,5,0.35000000000000003,-2.1164021164021163
2,5,0.35100000000000003,-2.1148355715343135
2,5,0.352,-2.113271344040575
2,5,0.353,-2.1117094287826
2,5,0.354,-2.1101498206372646
2,5,0.355,-2.108592514496573
2,5,0.356,-2.107037505267594
2,5,0.357,-2.105484787872408
2,5,0.358,-2.103934357248053
2,5,0.359,-2.102386208346474
2,5,0.36,-2.1008403361344543
2,5,0.361,-2.0992967355935765
2,5,0.362,-2.0977554017201596
2,5,0.363,-2.096216329525208
2,5,0.364,-2.094679514034352
2,5,0.365,-2.0931449502878063
2,5,0.366,-2.091612633340305
2,5,0.367,-2.0900825582610514
2,5,0.368,-2.0885547201336676
2,5,0.369,-2.0870291140561403
2,5,0.37,-2.0855057351407713
2,5,0.371,-2.08398457851412
2,5,0.372,-2.0824656393169514
2,5,0.373,-2.0809489127041934
2,5,0.374,-2.0794343938448745
2,5,0.375,-2.0779220779220786
2,5,0.376,-2.076411960132891
2,5,0.377,-2.0749040356883484
2,5,0.378,-2.0733982998133937
2,5,0.379,-2.071894747746815
2,5,0.38,-2.0703933747412018
2,5,0.381,-2.0688941760628943
2,5,0.382,-2.0673971469919374
2,5,0.383,-2.065902282822023
2,5,0.384,-2.0644095788604453
2,5,0.385,-2.0629190304280565
2,5,0.386,-2.0614306328592047
2,5,0.387,-2.0599443815016993
2,5,0.388,-2.058460271716757
2,5,0.389,-2.0569782988789473
2,5,0.39,-2.0554984583761557
2,5,0.391,-2.0540207456095305
2,5,0.392,-2.0525451559934327
2,5,0.393,-2.0510716849553887
2,5,0.394,-2.049600327936052
2,5,0.395,-2.048131080389145
2,5,0.396,-2.0466639377814158
2,5,0.397,-2.0451988955925957
2,5,0.398,-2.0437359493153497
2,5,0.399,-2.0422750944552224
2,5,0.4,-2.0408163265306123
2,5,0.401,-2.0393596410727035
2,5,0.402,-2.0379050336254325
2,5,0.403,-2.036452499745444
2,5,0.404,-2.035002035002036
2,5,0.405,-2.0335536349771233
2,5,0.406,-2.03210729526519
2,5,0.40700000000000003,-2.030663011473246
2,5,0.40800000000000003,-2.029220779220781
2,5,0.40900000000000003,-2.0277805941397133
2,5,0.41000000000000003,-2.026342451874367
2,5,0.41100000000000003,-2.024906348081401
2,5,0.41200000000000003,-2.0234722784297867
2,5,0.41300000000000003,-2.0220402386007486
2,5,0.41400000000000003,-2.0206102242877346
2,5,0.41500000000000004,-2.019182231196366
2,5,0.41600000000000004,-2.0177562550443904
2,5,0.417,-2.016332291561649
2,5,0.418,-2.0149103364900265
2,5,0.419,-2.0134903855834088
2,5,0.42,-2.0120724346076457
2,5,0.421,-2.0106564793405046
2,5,0.422,-2.0092425155716285
2,5,0.423,-2.0078305391024998
2,5,0.424,-2.006420545746389
2,5,0.425,-2.0050125313283207
2,5,0.426,-2.0036064916850327
